customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
e589a8bbf2391c4a76e74041c646dec8,bc06da4ef337c61d455d1e5b95ce9353,95084,caxias do sul,RS
e84608e3babe2d06427e6ce76335268c,b0c63a55c080a0c9e44bc9506bfe91dd,26520,nilopolis,RJ
a5e6bf4ac91d2a0df7e87ad00f4b35b9,159bbeaf58e0b4c5cdca4d998d669fdc,5011,sao paulo,SP
784901d3f22212ba0ea67576d2c41ffd,97b9d176749a7d6c492127e87c5fab0d,92310,canoas,RS
7186174ecd4121c35219e1874fc4eb48,e8da63b2f86c44c750599dbe9d95b7d2,32220,contagem,MG
363e4064dfc15766183c22445d40cbf5,1183d9b6d934edb97b5dce5cb4f33b19,39550,taiobeiras,MG
33fecdb758ed5ea2baaac2960295590c,a7f0fb9adf2304de209e45b094fb53de,12226,sao jose dos campos,SP
987e330d74e0482b2926096aa53470f7,81d767ed674c1bf4665e18c0eb0e8e18,60455,fortaleza,CE
8c555e6b3106e278f1c88251226cdb48,39e99ddb5ae1904f14cf42243a6641d4,93510,novo hamburgo,RS
ee517d3a38e003aabc2dc2b08a0bc6fb,1eb6f015c37dc8e3f5b531fbca809a49,81610,curitiba,PR
eba5d9240fe1c10851a9653595f90674,4a055e75b893bfa3d72f550bc325cf76,27175,pirai,RJ
a12365591fbc4f0ad1deaec3bef23605,b21ec1735698910d58c344e453cda6d2,85811,cascavel,PR
4cf7ca82e6a8dce7f133a986b20e82e0,986b90e1142e5a6ddd0c5864e9b3d79a,31310,belo horizonte,MG
08226425318d264796a7b7e32b9a1bf3,9f5416f562940d76100d4e950b05cfa7,11075,santos,SP
c761ebec64b4f7a47b094442b3dbfe0d,d4d43f25b59d9e22be5c238a77c52eb3,22040,rio de janeiro,RJ
d581eb6d9fd28fab7f1e4b19989f490d,e1759df850b705947d579706a107beaa,31330,belo horizonte,MG
33f94cb672301b24d91aac31b9ff9178,0d0f7471391c3a72f18f22c34fc5187e,91788,porto alegre,RS
e9e2fd0dc6e825e6ba932afa33273551,93ad1e0b5bd80a1cfd5d9fff1d198128,3975,sao paulo,SP
ae3f264a566530ebaeb52b2cc1559b5e,c40f5af81ed6752819b393aabc0e275d,55608,vitoria de santo antao,PE
a341731cfc9dd5db5a49fea0ac04f97b,f211894b1985adca8b6866556f7f6aec,12280,cacapava,SP
dcd82b51ed72861d202f5dc8b3ac8a19,34f92366f52d2b66d66c5766e15c4e3d,2757,sao paulo,SP
9c085bb96a09d4c216879ee1d44582d4,68404858b74fd9d52b315241733570c9,13344,indaiatuba,SP
2441083db7fffe0d6cff5a89a55fcd76,bcbe49135a6214760ea6ac719e45e765,88504,lages,SC
a0f1252b8378182f65bc311788d25d0c,65cdf5ca38fd0667a658101672cb46d1,13506,rio claro,SP
a5f4ce5c4e85ffdeec9c44b6da6288c1,df2303f3a52e675813bd5bb8152ba3ba,2319,sao paulo,SP
60ba4ae55efbc6dc0e428fc0f1fe0acb,5f187d7a9ce17aff3891b14692db3911,11451,guaruja,SP
32b84239e3f3904ac162d832454770c7,a666bec8af192f2238a0b719a7063a00,23093,rio de janeiro,RJ
f1f213fc2d98543b4d7a34d72754f880,11f4e46d548c0f96c60475576a0f6636,90010,porto alegre,RS
c986404d6cdb4c44f42b32e11f5b4296,85b940e2a3b147cde0f6e19990dc5cb5,11035,santos,SP
888b89909b823773e3a9676f72cbdc2a,fb3052d29cb67e5c4b22f9a44ae97fba,60842,fortaleza,CE
06d970f4d3006a575508a217a7acb7e5,d194eea5b8f6b67992f5a3ca32ac401c,93600,estancia velha,RS
b0962d2b8c090ec26077939595a5b00a,e0298e0626c3f75d94a60dc6628f27cc,54350,jaboatao dos guararapes,PE
74b207275c96418c3b8cf697b75db94c,ccc0bfa155686baf816eb6d8ae01e2e5,5625,sao paulo,SP
9b190196ea7f4ca95c4f5f94a4bfddfd,38963cccac7ddbf4819da22bdd569be7,88955,balneario gaivota,SC
1c188a043c24a9ba1fb58fab235989c0,7a3b3594aa73f3d60383e543cf3e13f8,18520,cerquilho,SP
571f9e60ad9942db4d49ea1a37343445,70f72887477b6d6a31e174834cb07187,64000,teresina,PI
eab17001b1d7cde27c1f1234af12d4e6,01bbbfc56b8ec1052e46f260226e34f9,22793,rio de janeiro,RJ
bdb7900162ab12a8d513a360dbca93d1,42bb902a6bb8846bd157d39bccc2fd68,57180,barra de sao miguel,AL
d2ee19af0e1f9c75e2a4f19a475980d6,3461b2163494df8af4389bae55a6372d,6414,barueri,SP
9379aa1c18e5838ac70d531dfa5505af,78a4308deaf42f0f5bc37c3ba4fc53e4,83750,lapa,PR
3517a15e565f703c87c0086d471b8b8c,9927357edf03e1a67cdc793de508c5d8,18550,boituva,SP
73ef39f6e02433d37c9831e22b783924,0367dccc4908227b00b0ca2371f31a0d,12580,roseira,SP
c0a56dec29214ca8e10a81ae440b6c5a,53d9311d650a3e6bdba4696a36ac72f8,74810,goiania,GO
764c697264e9c98080259f8640b5c49e,c15446109b7bd781f14dc695eca04143,20560,rio de janeiro,RJ
6645b9283b1f5f504d00cce41870864f,49746c4175293e1bdab705a1c0a4699d,79093,campo grande,MS
3be4ac356c3f5f24bfac0a0a60ad48d0,52ff299027b82ad5886b78d57dd8be1d,27580,itatiaia,RJ
9be414fa82e43d3fa9cea3b3cc00eae0,47c1a3033b8b77b3ab6e109eb4d5fdf3,6634,jandira,SP
d9ba2a5674d8261aeceb564ea6269927,26e8d473fbaef56f0f90930bb036fb89,77017,palmas,TO
f529a0fbe1ebd4622fb563b430cac7f5,90db37be54fd796a0fa73b7678e8b795,40150,salvador,BA
863c3f24261f7f0b1a300894d650b299,34ed577a045384a9d9df4bbab3601bea,22793,rio de janeiro,RJ
ccd522d435c739999d81c22b58f4b2fb,29a320c6171cd298488f738f26d0bd61,80010,curitiba,PR
ebfe7f31f9c0f96c6e0ce986e77a1359,00aafcd186fbd5da867f9b8df04518aa,28360,bom jesus do itabapoana,RJ
6aa501436836de38051dfc5fce054127,d2cdc1bc229c5e1848f8f7ce60a415f7,6823,embu das artes,SP
529466a3f8698370a8c824b088a9ba07,5b2a590fc1bf75d1dcd0b4020ddc8a5f,86811,apucarana,PR
d9cccfd1f0263ed3801c621a7a63b8ce,8191d3f089130ca0df2174d627102b96,1050,sao paulo,SP
1e7347c98af2c5dd3b24ef197d20e0ce,c26525a6863cd7b333a3bb8de64eff74,89176,trombudo central,SC
0176d6c1606400bd49c88871e15839bb,e359c198636cbca8537e6c073d2d9551,24421,sao goncalo,RJ
6355194d5dd91d52c9e79c84b5ee9774,04c83639f720ad66ffb6b8ba9afca9d6,78643,querencia,MT
d097afda041bfccfec121cf5b4b5b11e,6f99591f12f5335a920f80557e21f03d,22770,rio de janeiro,RJ
a55b85ff2960e23e05447c3c371899b0,44723e30324b2effd5a8247794af92c8,70680,brasilia,DF
7635534e464209718016b21fd2d2fcc6,b733ee1206d5a9380b95460deeda07d1,58428,campina grande,PB
f1d2dccf40e047efb9b678cde4a123cc,f714fd5260fc9d9f1b9628afe96e488a,93336,novo hamburgo,RS
fdb7c8642c7871242f295fde2b25bad6,e9bd60258117342273c84198e732b955,15910,monte alto,SP
c9e1bf85960698190ad550557fa852d3,e10c33b62b6a9803573369ae09da44cb,87501,umuarama,PR
dafe240fa4132e5da366caf9f6f9caaf,a5e706a547ea42fde80e3cff5316c84b,6950,juquitiba,SP
d08010b90306a39765dc8ea6b95c7d0f,7d2829c2222be0a081bcf2d4d3d540a5,93037,sao leopoldo,RS
824841f5112b77c04e832f5a46c2d733,903da68ad12a13ea58f14a292c0c50c6,12320,jacarei,SP
e64941affe5c05c4ac39ad03d69f8342,a5c62e7e896b7e6ed95d39714f51304a,11667,caraguatatuba,SP
a7089cdfb6b910afd377368f3335b1e5,e1271d8a2ce007bdd8b40df8a0ded843,9230,santo andre,SP
122ebc312342fd97b92fca93ee20ac06,fcb030a53d324f1642eeed9a05c75d7d,89282,sao bento do sul,SC
3e66d46ea1ea4b0c41a363bb6d9b7c86,5950eb8fef0ee900da7fb4809ed0dd4a,6315,carapicuiba,SP
4bcc37ebec377d9568249fe87c94f00f,6f204ac2e1cfd115fb0d35f4aa919c7f,6764,taboao da serra,SP
e7aec94ccc558cd76a77a8a64ba60f52,8be9e2ac8cd05c487471b69ef7687b38,5049,sao paulo,SP
db6331ea477ade9eb6cef50909c93230,1905e93efce7230225a12a8b9ce1238c,36700,leopoldina,MG
bcea0e501f387ea1941aff7b357c316d,e185c409705237e14313f1ea04f1699d,14060,ribeirao preto,SP
92aa8377d76dce02451719d307524fe7,8af636a8e9d58c32fab1d7d35fec369e,8240,sao paulo,SP
29d896af6952f87f4e4416e976985555,ed1cad5e10122c2c5dd56f8bf6a18576,79332,corumba,MS
be42f75f109a91a62d487847c82d7eaa,bb64a59eadc044eef240a4f8b988282e,93800,sapiranga,RS
